timestamp,confs_vote_1,confs_vote_2,confs_vote_3,confs_vote_4,confs_vote_5,confs_vote_6,confs_vote_7,confs_vote_8,confs_vote_9,confs_vote_10,confs_vote_11,confs_vote_12,confs_vote_13,confs_vote_14,confs_vote_15,confs_vote_16,confs_vote_17,confs_vote_18,confs_vote_19,confs_vote_20
2025-08-02 03:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 03:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 04:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 04:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 05:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 05:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 06:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 06:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 07:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 07:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 08:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 08:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 09:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 09:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 10:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 10:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 11:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 11:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 12:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 12:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 13:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 13:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 14:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 14:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 15:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 15:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 16:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 16:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 17:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 17:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 18:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 18:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 19:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 19:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 20:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 20:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 21:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 21:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 22:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 22:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 23:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-02 23:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 00:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 00:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 01:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 01:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 02:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 02:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 03:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 03:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 04:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 04:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 05:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 05:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 06:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 06:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 07:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 07:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 08:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 08:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 09:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 09:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 10:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 10:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 11:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 11:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 12:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 12:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 13:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 13:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 14:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 14:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 15:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 15:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 16:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 16:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 17:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 17:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 18:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 18:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 19:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 19:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 20:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 20:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 21:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 21:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 22:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 22:30:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
2025-08-03 23:00:00,0,0,0,0,0,0.5625,0.7056,0.8281,0.9216,0.9801,1,0.9801,0.9216,0.8281,0.7056,0.5625,0,0,0,0
