timestamp,T_star,P_theta_ge_Tstar
2025-08-03 22:30:00,0.5,0.0032088803160744694
2025-08-03 23:00:00,0.5,0.007774765956234164
2025-08-03 23:30:00,0.5,0.003996518694811324
2025-08-04 00:00:00,0.5,0.00274918450341588
2025-08-04 00:30:00,0.5,0.0019630520174580557
2025-08-04 01:00:00,0.5,0.0016768457233908851
2025-08-04 01:30:00,0.5,0.001409816917604112
2025-08-04 02:00:00,0.5,0.0015394368578692808
2025-08-04 02:30:00,0.5,0.9977779013950527
2025-08-04 03:00:00,0.5,0.0016187307227796266
2025-08-04 03:30:00,0.5,0.0015204671197049935
2025-08-04 04:00:00,0.5,0.0013350144134302022
2025-08-04 04:30:00,0.5,0.00196172231902747
2025-08-04 05:00:00,0.5,0.001953353503119648
2025-08-04 05:30:00,0.5,0.0021885812128902282
2025-08-04 06:00:00,0.5,0.0026278194644328012
2025-08-04 06:30:00,0.5,0.004328565677301666
2025-08-04 07:00:00,0.5,0.004808421558427423
2025-08-04 07:30:00,0.5,0.004736029440494671
2025-08-04 08:00:00,0.5,0.008638662751411563
2025-08-04 08:30:00,0.5,0.013074935531119936
2025-08-04 09:00:00,0.5,0.00669316131858122
2025-08-04 09:30:00,0.5,0.0034013641803324335
2025-08-04 10:00:00,0.5,0.0033408165110299093
2025-08-04 10:30:00,0.5,0.005655542995528173
2025-08-04 11:00:00,0.5,0.006915839180898997
2025-08-04 11:30:00,0.5,0.023242327989176692
2025-08-04 12:00:00,0.5,0.004097507658620492
2025-08-04 12:30:00,0.5,0.0736186883773704
2025-08-04 13:00:00,0.5,0.1369225934877214
2025-08-04 13:30:00,0.5,0.0038828753647516256
2025-08-04 14:00:00,0.5,0.0031261138622274975
2025-08-04 14:30:00,0.5,0.003086465016369
2025-08-04 15:00:00,0.5,0.003764006746818316
2025-08-04 15:30:00,0.5,0.0038459951293635664
2025-08-04 16:00:00,0.5,0.005869786872853888
2025-08-04 16:30:00,0.5,0.006370778539441457
2025-08-04 17:00:00,0.5,0.022635365474984348
2025-08-04 17:30:00,0.5,0.005983060366833826
2025-08-04 18:00:00,0.5,0.006349483657298816
2025-08-04 18:30:00,0.5,0.0147141840341799
2025-08-04 19:00:00,0.5,0.01400327714730687
2025-08-04 19:30:00,0.5,0.013840868551309393
2025-08-04 20:00:00,0.5,0.005267230930975697
2025-08-04 20:30:00,0.5,0.005339225440387674
2025-08-04 21:00:00,0.5,0.005040306565211372
2025-08-04 21:30:00,0.5,0.004207129467370341
2025-08-04 22:00:00,0.5,0.0037527425409421555
2025-08-04 22:30:00,0.5,0.0032931563049095613
2025-08-04 23:00:00,0.5,0.012700153566493122
2025-08-04 23:30:00,0.5,0.02461590395089641
2025-08-05 00:00:00,0.5,0.037366397388159944
2025-08-05 00:30:00,0.5,0.11778121575831402
2025-08-05 01:00:00,0.5,0.012039281366109766
2025-08-05 01:30:00,0.5,0.003990775016279091
2025-08-05 02:00:00,0.5,0.004712053394595905
2025-08-05 02:30:00,0.5,0.0030798204383708505
2025-08-05 03:00:00,0.5,0.003576373898914742
2025-08-05 03:30:00,0.5,0.004178614691201066
2025-08-05 04:00:00,0.5,0.004949418997490795
2025-08-05 04:30:00,0.5,0.005651606338487936
2025-08-05 05:00:00,0.5,0.006440971021304032
2025-08-05 05:30:00,0.5,0.009410436367806252
2025-08-05 06:00:00,0.5,0.00731754954127839
2025-08-05 06:30:00,0.5,0.005734464340176104
2025-08-05 07:00:00,0.5,0.005198982564201371
2025-08-05 07:30:00,0.5,0.004827166435373842
2025-08-05 08:00:00,0.5,0.006437486381769442
2025-08-05 08:30:00,0.5,0.10100624126283186
2025-08-05 09:00:00,0.5,0.0075383469801607594
2025-08-05 09:30:00,0.5,0.005392596163831809
2025-08-05 10:00:00,0.5,0.016174036678394677
2025-08-05 10:30:00,0.5,0.010933138092812822
2025-08-05 11:00:00,0.5,0.006277098635748879
2025-08-05 11:30:00,0.5,0.00789848957858219
2025-08-05 12:00:00,0.5,0.01235705267226006
2025-08-05 12:30:00,0.5,0.011830804769026537
2025-08-05 13:00:00,0.5,0.0072667190503945545
2025-08-05 13:30:00,0.5,0.007502231081018995
2025-08-05 14:00:00,0.5,0.01025757440229147
2025-08-05 14:30:00,0.5,0.008546310192106943
2025-08-05 15:00:00,0.5,0.007606439477252258
2025-08-05 15:30:00,0.5,0.007829805942201062
2025-08-05 16:00:00,0.5,0.00870261005798778
2025-08-05 16:30:00,0.5,0.00981521404650676
2025-08-05 17:00:00,0.5,0.008587725408596314
2025-08-05 17:30:00,0.5,0.007552946075654043
2025-08-05 18:00:00,0.5,0.012102269032599033
2025-08-05 18:30:00,0.5,0.007728348784512451
2025-08-05 19:00:00,0.5,0.009650810600230542
2025-08-05 19:30:00,0.5,0.005187924772708352
2025-08-05 20:00:00,0.5,0.005443398165086433
2025-08-05 20:30:00,0.5,0.004275056715334791
2025-08-05 21:00:00,0.5,0.0037366312068720653
2025-08-05 21:30:00,0.5,0.00485230094817013
2025-08-05 22:00:00,0.5,0.04519094103020771
2025-08-05 22:30:00,0.5,0.016993795708514225
2025-08-05 23:00:00,0.5,0.00838082592753464
2025-08-05 23:30:00,0.5,0.004275600611601149
2025-08-06 00:00:00,0.5,0.005210696575530638
2025-08-06 00:30:00,0.5,0.013460459392064639
2025-08-06 01:00:00,0.5,0.02157240297739238
2025-08-06 01:30:00,0.5,0.021186455597667075
2025-08-06 02:00:00,0.5,0.010170171096770875
2025-08-06 02:30:00,0.5,0.005099181949394294
2025-08-06 03:00:00,0.5,0.003944394893776737
2025-08-06 03:30:00,0.5,0.0036306839465863883
2025-08-06 04:00:00,0.5,0.0036891268500836016
2025-08-06 04:30:00,0.5,0.007470844902373375
2025-08-06 05:00:00,0.5,0.005892352944543489
2025-08-06 05:30:00,0.5,0.5995283161028098
2025-08-06 06:00:00,0.5,0.0064071851510485445
2025-08-06 06:30:00,0.5,0.011917203189322656
2025-08-06 07:00:00,0.5,0.0029066396405570405
2025-08-06 07:30:00,0.5,0.0033618550770172506
2025-08-06 08:00:00,0.5,0.0038976239322755513
2025-08-06 08:30:00,0.5,0.005870505940956061
2025-08-06 09:00:00,0.5,0.009437001589172933
2025-08-06 09:30:00,0.5,0.007397801444717467
2025-08-06 10:00:00,0.5,0.010741553454703734
2025-08-06 10:30:00,0.5,0.007601963061852346
2025-08-06 11:00:00,0.5,0.00572673113920541
2025-08-06 11:30:00,0.5,0.00695205798789067
2025-08-06 12:00:00,0.5,0.005865060071102768
2025-08-06 12:30:00,0.5,0.007124582469624663
2025-08-06 13:00:00,0.5,0.007008469430512809
2025-08-06 13:30:00,0.5,0.007625718253158387
2025-08-06 14:00:00,0.5,0.008437811627386105
2025-08-06 14:30:00,0.5,0.009398285311008392
2025-08-06 15:00:00,0.5,0.009302737055191468
2025-08-06 15:30:00,0.5,0.006701669164765445
2025-08-06 16:00:00,0.5,0.012211968633192183
2025-08-06 16:30:00,0.5,0.008782170325143168
2025-08-06 17:00:00,0.5,0.006554361337893444
2025-08-06 17:30:00,0.5,0.004544746462512572
2025-08-06 18:00:00,0.5,0.005124865394450229
2025-08-06 18:30:00,0.5,0.004162981804245902
2025-08-06 19:00:00,0.5,0.004615537093041966
2025-08-06 19:30:00,0.5,0.0055905634437575236
